Time,Red,Bottom orange,Top orange,CO2,All-Fam-Max,All-Fam-Min,Marine-Fam-Max,Marine-Fam-Min,Terrestrial-Fam-Max,Terrestrial-Fam-Min,All-Fam-pcOrig-Max,All-Fam-pcOrig-Min,Marine-Fam-pcOrig-Max,Marine-Fam-pcOrig-Min,Terrestrial-Fam-pcOrig-Max,Terrestrial-Fam-pcOrig-Min,All-Fam-pcExtin-Max,All-Fam-pcExtin-Min,Marine-Fam-pcExtin-Max,Marine-Fam-pcExtin-Min,Terrestrial-Fam-pcExtin-max,Terrestrial-Fam-pcExtin-Min,Sep_ngen,Sep-pcOrig,Sep-pcExtin,allmaxbc,allmaxp,allmaxq,allminbc,allminp,allminq,marmaxbc,marmaxp,marmaxq,marminbc,marminp,marminq,terrmaxbc,terrmaxp,terrmaxq,terrminbc,terrminp,terrminq,Sepbc,sep-p,sep-q,pulsedR,p&f01terrf,p&f02f,cosunaD,cosunaP,cosunaQ
260,0.3500637768,0.6098047055,0.07996749095,-0.9206593187,-0.2884413727,-0.4377500344,-0.4213495105,-0.5076267079,-0.2204402707,-0.4057640239,-0.6918461841,-0.7773823255,-0.6254251312,-0.7360820052,-0.3394068236,-0.06052232637,-0.1025279155,0.1382623924,-0.2117232897,-0.1337708383,0.09202874155,0.8737538838,-0.294229154,-0.4026021397,-0.4212651139,-0.2913168099,-0.7780955947,-0.177821966,-0.4407943731,-0.9179523029,0.03560489452,-0.4018050566,-0.6494159792,-0.2354526473,-0.484602183,-0.766606505,-0.166596675,-0.2316110268,-0.4817345578,0.04454700129,-0.4249540192,-0.3421828492,1.007772899,-0.2953599465,-0.4467846027,-0.4341580674,0.09468071273,-0.119122269,0.4467749386,-1.296752359,-1.250736524,1.799627281
250,1.043998643,1.370325523,0.7161388895,-0.2553629424,-0.355714433,-0.5631548924,-0.6799207319,-0.8305611733,-0.1214915409,-0.3729144924,0.01990821799,0.5705909137,-0.3417016989,-0.187163378,0.1867330307,1.318413063,3.766141606,3.09921109,3.383441638,3.031626425,3.093254921,2.558474584,-0.5456255311,0.04036589518,1.81519684,-0.3811210084,-0.3091412488,4.301804216,-0.5893326601,0.06455747006,3.040032729,-0.6701445965,-0.4479580773,3.74122989,-0.8185075151,-0.3264779109,3.198899974,-0.1118583907,0.2167763573,5.316282557,-0.3888903218,1.627598192,3.29157958,-0.5642209328,-0.3898623162,2.725235378,-0.1650952853,-0.119122269,-0.2566874647,-2.040247708,-0.2423579234,-0.7065935845
240,1.283124847,1.574125219,0.9353601147,-0.09381173668,-0.6822348965,-0.6629669222,-0.9754306992,-0.9857374748,-0.4833189857,-0.4401778187,5.544586624,5.32063275,6.042322244,5.871296971,1.564450636,0.7042631629,1.817550785,2.592337777,2.066657365,2.516709286,1.174709256,2.463912142,-0.8543928723,5.987895679,3.581636499,-0.6701272471,5.384600269,1.499904982,-0.6495967651,5.194206299,2.379562864,-0.9505896796,5.838097038,1.641814607,-0.9586653088,5.641918056,2.07664802,-0.468159444,1.681881978,2.49067672,-0.4249540192,0.6802197867,5.091692357,-0.8454636751,5.903404953,0.9263647012,-1.036766546,-0.9702554273,-1.356974814,-1.067278485,0.6887966541,-1.267368876
230,0.7861174426,1.017404098,0.4797238427,-0.3951516741,-0.4623668457,-0.5264718387,-0.7579025288,-0.7257123209,-0.2558845919,-0.3932499167,0.3091252109,-0.3095925256,-0.1923151439,-0.2147974431,0.6242894479,-0.1695107477,-0.3289708666,-0.06065357249,-0.1504756279,-0.09280948663,-0.3429985336,0.196866017,-0.597817172,-0.2293235854,-0.2299559039,-0.4676595996,0.3894145887,-0.3212798338,-0.5307661355,-0.3429549881,-0.08080206615,-0.7569009891,-0.2431041637,-0.2051772106,-0.7236948899,-0.2588807793,-0.1365529572,-0.261179579,0.9625545982,-0.2080595906,-0.3998662297,-0.1875845441,0.4818143228,-0.6208232457,-0.311547754,-0.3062505147,-0.4894683838,-0.02455191803,-1.212674833,-0.6817623781,-0.7223268152,0.3101976401
220,0.1672025621,0.336414869,-0.08767226948,-0.2949684327,-0.4623668457,-0.5332965929,-0.766111139,-0.7508760455,-0.249977205,-0.3838643362,-0.6450558457,-0.6140566946,-0.4571648001,-0.514762752,-0.4833303934,-0.2302024536,-0.4160037226,-0.3425183001,-0.2673882716,-0.3081352179,-0.3874009821,-0.2057671853,-0.525306648,-0.3560436966,-0.04743604726,-0.4692924032,-0.7125388837,-0.4724173247,-0.5392540377,-0.6921707854,-0.4186749488,-0.7649713512,-0.5118034533,-0.3229336531,-0.7484286182,-0.5785805853,-0.3761487449,-0.261179579,-0.5448745788,-0.4439659125,-0.3935942823,-0.3017358413,-0.3322711878,-0.6650438027,-0.5083671346,0.1255865644,-0.3044460209,-0.02455191803,-0.851924883,-0.6817623781,-0.7223268152,0.3101976401
210,-0.4329573221,-0.3396036356,-0.6378745601,-0.4402096361,-0.4623668457,-0.5332965929,-0.766111139,-0.7508760455,-0.249977205,-0.3838643362,-0.6450558457,-0.6140566946,-0.4571648001,-0.514762752,-0.4833303934,-0.2302024536,-0.4160037226,-0.3425183001,-0.2673882716,-0.3081352179,-0.3874009821,-0.2057671853,-0.525306648,-0.3560436966,-0.04743604726,-0.4692924032,-0.7125388837,-0.4724173247,-0.5392540377,-0.6921707854,-0.4186749488,-0.7649713512,-0.5118034533,-0.3229336531,-0.7484286182,-0.5785805853,-0.3761487449,-0.261179579,-0.5448745788,-0.4439659125,-0.3935942823,-0.3017358413,-0.3322711878,-0.6650438027,-0.5083671346,0.1255865644,-0.3044460209,-0.02455191803,-0.851924883,-1.74652115,-0.8178907671,-1.105859952
200,-0.381381082,-0.329662187,-0.5905915508,-0.3564786355,-0.3688408838,-0.5145285189,-0.7702154441,-0.8053974487,-0.07866298626,-0.3025226393,-0.4945718501,-0.4641864619,-0.298464715,-0.2997968664,-0.4085084422,-0.3143717295,-0.6253551536,-0.5680100822,-0.6124626142,-0.6109400783,-0.3670721503,-0.2088799639,-0.7794918915,-0.1710954031,-0.5723979207,-0.353363347,-0.4833193693,-0.58892081,-0.4985121075,-0.4634065919,-0.559824933,-0.7367250839,-0.3156333375,-0.6091954877,-0.7690400584,-0.3180354954,-0.6100813771,-0.05124285876,-0.4100422221,-0.2090387117,-0.2901071507,-0.3392000718,-0.01222448426,-0.7154552376,-0.2507099011,-0.7420014652,-1.136559012,-0.7811147254,-1.465199799,-1.74652115,-1.320870092,-1.111290039
190,-0.5032885585,-0.4986668131,-0.7023513911,-0.5146161199,-0.317975887,-0.4548119198,-0.6060432401,-0.6376392849,-0.1081999205,-0.3212938001,-0.393798138,-0.2838268695,0.04946656363,0.07647053736,-0.6311111017,-0.6146513084,-0.5549412411,-0.4665387803,-0.372650105,-0.3485189617,-0.4933735291,-0.4346035795,-0.6727181528,-0.1028846727,-0.195973669,-0.3092776496,-0.4415935539,-0.5829747581,-0.4458871144,-0.3563131616,-0.5429141166,-0.5954937471,-0.04588988751,-0.4794880195,-0.6288822647,-0.04423161477,-0.4950630141,-0.08968197655,-0.6202514551,-0.4060874526,-0.3057870191,-0.6517574834,-0.2890793562,-0.6234764791,-0.2387056724,-0.3658047479,-0.7898124398,-0.7811147254,-1.429124804,-1.78323697,-1.31503683,-0.7052633487
180,-0.826812246,-0.8764418598,-0.6980529357,-0.4510039497,-0.2868005664,-0.3558529843,-0.5608958839,-0.5453722948,-0.09047775997,-0.2117953619,-0.6259693759,-0.1829829546,-0.4240431733,-0.2844377543,-0.505198408,0.1048414277,-0.2204357756,-0.606424218,-0.4662611284,-0.5274716635,0.1918734588,-0.4588926857,-0.6719213339,-0.3488530483,-0.4027070922,-0.2733559702,-0.6049764572,-0.1781549913,-0.3423347086,-0.1611250765,-0.5944626716,-0.5349660313,-0.4450497994,-0.4745471807,-0.5217027754,-0.3207258714,-0.5536230667,-0.07785455569,-0.5074476003,0.4463320852,-0.2022998874,0.2274355378,-0.3348541756,-0.6102103121,-0.4647545274,-0.5108436505,-0.9734529574,-0.7811147254,-1.320899819,-1.434436683,1.511190071,-0.1901775134
170,-0.179764871,-0.2153355281,0.0240875708,0.1384161461,-0.2211683124,-0.2756621227,-0.3679935442,-0.3692262228,-0.1200146942,-0.2086668351,-0.4355319863,-0.4785007153,-0.1290941617,-0.1753202072,-0.5578581561,-0.6116765107,-0.7613784498,-0.7434910084,-0.6816392996,-0.6953603259,-0.5442928759,-0.5142152517,-0.4814816061,-0.0217187242,-0.2718705913,-0.2015126114,-0.4054790647,-0.6937406698,-0.2540605266,-0.4388544543,-0.6838229399,-0.3332069787,-0.1217968266,-0.63477586,-0.3320775251,-0.1670303206,-0.6474839066,-0.1044662526,-0.5318997516,-0.4874029146,-0.1928919664,-0.6292725453,-0.4572507397,-0.4421721956,-0.1374484081,-0.4723973345,-0.6798519387,-0.8283999009,-0.9962248631,-0.9204152064,1.915658933,-0.3255539556
160,-0.02972489992,-0.08609669634,0.1616381435,0.2253870212,-0.1456912204,-0.1613474902,-0.2243428656,-0.1888861967,-0.09638514682,-0.1554818794,-0.4833905973,-0.1196423834,-0.2238331165,-0.1144389077,-0.493725055,-0.1374295961,-0.4660968415,-0.6101287258,-0.4854364201,-0.4919772489,-0.2292932491,-0.5986375818,-0.39542516,0.1820096143,0.2557843987,-0.128036449,-0.4832798505,-0.4385871238,-0.1420202188,-0.1214297945,-0.5828631001,-0.196010823,-0.2644752839,-0.4984833782,-0.158941427,-0.1602465503,-0.5030271329,-0.07194084526,-0.4721895185,-0.04471116901,-0.1333084663,-0.06156006327,-0.5637282723,-0.3289675698,-0.1332477203,-0.09859754971,-1.057833506,-0.8283999009,-0.851924883,-0.7551940176,0.7774239065,0.8443310291
